id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,observerUid,processingStatus,duplicateQuantity,labelProject,recordEnteredBy,dateEntered,dateLastModified,modified,sourcePrimaryKey.dbpk,recordID,references
853481,UCSB,IZC,,PreservedSpecimen,e3be7162-d676-4ff6-8e12-0e979349c866,UCSB-IZC00030367,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,NCOS_07a,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4197,-119.8818,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136124,urn:uuid:396df91d-bd51-4ae6-913b-02eb7c282ceb,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853481
853487,UCSB,IZC,,PreservedSpecimen,f9266edb-1145-4a6d-a7a7-0ed09be657a6,UCSB-IZC00030474,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,NCOS_07a,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4197,-119.8818,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136130,urn:uuid:3963329f-bec1-46b5-8df9-b4279406d56e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853487
853488,UCSB,IZC,,PreservedSpecimen,db883007-65c3-42c8-bccc-8650d8a5fb88,UCSB-IZC00034068,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,NCOS_07a,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4197,-119.8818,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136131,urn:uuid:11865809-b0fb-4e75-ac4a-0c2267231011,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853488
853506,UCSB,IZC,,PreservedSpecimen,1ef6ecef-2720-4bf4-9db3-536d72b08d15,UCSB-IZC00030159,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,NCOS_07b,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4188,-119.8807,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136150,urn:uuid:a4b7b893-da7f-48dc-baa5-99082bd1a80e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853506
853580,UCSB,IZC,,PreservedSpecimen,aface1dd-e76e-4d04-809e-601be26cf325,UCSB-IZC00030335,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,5/17/19,2019,5,17,137,NA,17-May-19,,,,,NCOS_06,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4189,-119.8827,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136225,urn:uuid:bb782643-7454-4465-b9f1-f6c53037e443,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853580
853582,UCSB,IZC,,PreservedSpecimen,5792bc2f-b891-4755-9a88-2176fa7b01ed,UCSB-IZC00030313,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,4/13/19,2019,4,13,103,NA,13-Apr-19,,,,,NCOS_06,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4189,-119.8827,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,136227,urn:uuid:066e8873-2b49-4db2-8553-d05a1129829f,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853582
853773,UCSB,IZC,,PreservedSpecimen,98ab664e-7251-4d92-a132-f7c6b79e565b,UCSB-IZC00030039,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,David Dewey,,4/15/19,2019,4,15,105,NA,15-Apr-19,,,,,SCIR_02,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,33.991972,-119.689278,WGS84,10,,,,,,,130,NA,NA,NA,NA,428',,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136418,urn:uuid:3cf65259-6427-496b-b63e-7b61da729fb0,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=853773
854053,UCSB,IZC,,PreservedSpecimen,f66c2c20-7d49-4d59-ae59-974ed9406295,UCSB-IZC00037470,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87692,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,EmanueleGiacomuzzo,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136700,urn:uuid:991839ca-7e0e-4203-aa03-1059ee0426a2,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854053
854054,UCSB,IZC,,PreservedSpecimen,290f0cd9-000e-433c-b67b-6f3275b91c31,UCSB-IZC00037341,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87692,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,EmanueleGiacomuzzo,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136701,urn:uuid:d9c34981-e597-4149-a4aa-103ee5664b3c,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854054
854055,UCSB,IZC,,PreservedSpecimen,e64c2199-4c09-48c0-973d-3f5f43094f08,UCSB-IZC00037446,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,3/13/19,2019,3,13,72,NA,13-Mar-19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87692,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,EmanueleGiacomuzzo,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136702,urn:uuid:7fde1166-8cc7-4237-aaa8-f0831be295f2,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854055
854166,UCSB,IZC,,PreservedSpecimen,8e114081-967d-4709-8aad-d9bc796c10b5,UCSB-IZC00030075,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,5/17/19,2019,5,17,137,NA,17-May-19,,,,,COPR_04,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41491,-119.8802,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,EmanueleGiacomuzzo,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136814,urn:uuid:9681f966-8486-443f-9c0e-57969f913c7f,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854166
854181,UCSB,IZC,,PreservedSpecimen,5698a2bf-5e11-4ef1-9aa3-5549757ca405,UCSB-IZC00031260,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,,,4/17/19,2019,4,17,107,NA,17-Apr-19,,,,,Lagoon_01,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,pinned,United States,California,Santa Barbara,Santa Barbara,UC Santa Barbara Lagoon,,0,,34.407448,-119.849818,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,emilyward,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,136829,urn:uuid:ec5ba840-16f1-4c96-850d-a90848af9cd6,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854181
854248,UCSB,IZC,,PreservedSpecimen,995659e2-2f99-49c0-a698-9df350bdbca2,UCSB-IZC00036700,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Evan Hobson,,4/18/19,2019,4,18,108,NA,18-Apr-19,,,,,SCR_03,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,EmanueleGiacomuzzo,2/15/22 18:40,2/15/22 18:41,12/28/20 12:56,157374,urn:uuid:afd38912-72a7-42a0-890f-fc0b9e863114,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854248
854284,UCSB,IZC,,PreservedSpecimen,47c53e48-5598-4e2d-bbc2-e9ae738f0fae,UCSB-IZC00031232,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,7/16/19,2019,7,16,197,NA,7/16/19,,,,,COPR_01,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41238,-119.8811,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157411,urn:uuid:76e83754-852e-4094-9e50-eee678aee5bf,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854284
854294,UCSB,IZC,,PreservedSpecimen,5bd57872-4358-482c-98e8-40992957c6bb,UCSB-IZC00036172,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,9/17/19,2019,9,17,260,NA,9/17/19,,,,,COPR_03,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157421,urn:uuid:677a002d-4ce6-4a34-a21b-033dab4d0bfa,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854294
854297,UCSB,IZC,,PreservedSpecimen,58caab6e-e7a3-4975-9f3f-9dff9b553b38,UCSB-IZC00003658,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,7/16/19,2019,7,16,197,NA,7/16/19,,,,,COPR_03,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157424,urn:uuid:9a03d84e-04f9-4f23-99b2-d5f7ff240d97,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854297
854298,UCSB,IZC,,PreservedSpecimen,6847b396-e4d5-4832-bf07-3292520066be,UCSB-IZC00036007,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,7/16/19,2019,7,16,197,NA,7/16/19,,,,,COPR_03,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157425,urn:uuid:7b126b47-5a78-4d92-9f0f-4a50e243de77,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854298
854363,UCSB,IZC,,PreservedSpecimen,22135f37-ac1a-48de-9170-f288a701d06a,UCSB-IZC00035949,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,9/17/19,2019,9,17,260,NA,9/17/19,,,,,COPR_04,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41491,-119.8802,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157467,urn:uuid:7b6e1d2d-052f-4abd-bf42-5f7a0288483a,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854363
854390,UCSB,IZC,,PreservedSpecimen,3309af8a-08a1-43ce-93a6-664ce53473c3,UCSB-IZC00036147,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,9/17/19,2019,9,17,260,NA,9/17/19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87962,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157496,urn:uuid:c0944710-b8f8-4f7f-9fda-a2807c2c76c3,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854390
854452,UCSB,IZC,,PreservedSpecimen,e66fe6f4-03a6-4ebf-9cfc-50f4d2205597,UCSB-IZC00035851,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,7/16/19,2019,7,16,197,NA,7/16/19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87962,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157558,urn:uuid:7b372f0e-88f1-4c20-9817-2e0f6fd983d8,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854452
854459,UCSB,IZC,,PreservedSpecimen,911015dc-f2f4-4e0e-86b0-6919f6cdd1a3,UCSB-IZC00035872,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,Kipp Callahan,,7/16/19,2019,7,16,197,NA,7/16/19,,,,,COPR_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87962,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:38,157565,urn:uuid:cacffee4-5db3-4a71-9ceb-9948ba380aac,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854459
854477,UCSB,IZC,,PreservedSpecimen,fd4f3181-3a4b-47da-ba9d-91f15affb29a,UCSB-IZC00036169,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,,,9/16/19,2019,9,16,259,NA,9/16/19,,,,,Lagoon_02,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,,UC Santa Barbara Lagoon Island,,0,,34.40677,-119.84716,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,1/11/20 11:09,157583,urn:uuid:1e021972-d577-40fe-97d3-b5aefd9fd3b3,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854477
854487,UCSB,IZC,,PreservedSpecimen,fb5f458c-3fef-4123-a25c-2cff2bef50be,UCSB-IZC00036009,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,,,9/16/19,2019,9,16,259,NA,9/16/19,,,,,Lagoon_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,,UC Santa Barbara Lagoon Island,,0,,34.40928,-119.84892,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,11/21/19 11:01,157593,urn:uuid:45e61cd0-355b-4f9d-a63b-bf290067d0bc,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854487
854488,UCSB,IZC,,PreservedSpecimen,cf81e0b0-a940-4060-bbf8-9a0aae871e38,UCSB-IZC00036353,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmannn,11/21/19,,,,,,UCSBees,,,9/16/19,2019,9,16,259,NA,9/16/19,,,,,Lagoon_05,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,,UC Santa Barbara Lagoon Island,,0,,34.40928,-119.84892,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,11/21/19 10:57,157594,urn:uuid:f6b03448-533d-46c2-a44d-3bb4fa033a16,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854488
854492,UCSB,IZC,,PreservedSpecimen,65878855-433e-4359-8e83-0b4cdad274a9,UCSB-IZC00036129,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Katja Seltmann,11/21/19,,,,,,UCSBees,"Charlie Thrift, Taylor Curtis",,9/11/19,2019,9,11,254,NA,9/11/19,,,,,NCOS_01,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,UC Santa Barbara North Campus Open Space,,0,,34.4215,-119.8827,WGS84,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,,2/15/22 18:40,2/15/22 18:41,12/28/20 17:11,157600,urn:uuid:1e424198-ca9e-425e-8861-004c34adc167,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=854492
