subject_id,classification_id,user_name,scale_x1,scale_y1,scale_x2,scale_y2,tegula_x1,tegula_y1,tegula_x2,tegula_y2,T3_1 Were you able to measure the bee?,Filename,started_at,finished_at,gold_standard,expert,workflow_version,catalogNumber,itd_pixels,scaledist_pixels,itd_cm
78051884,442732958,not-logged-in-c5c1f3d1efb0506e0bc5,2472,169,3049,163,1400,1413,1415,1693,Yes,UCSB-IZC00012461.jpg,10/5/22 17:08,10/5/22 17:08,NA,NA,1.3,UCSB-IZC00012461,280.40149785619906,577.0311949972895,0.24296909793370547
78052193,442733052,not-logged-in-eb379f75b2369af5d2f8,1767,324,2455,317,1718,2493,1725,2825,Yes,UCSB-IZC00041521.jpg,10/5/22 17:09,10/5/22 17:09,NA,NA,1.3,UCSB-IZC00041521,332.0737869811467,688.0356095435759,0.24132020376200836
78051855,442737434,daphne746,396,1490,1117,1499,524,1386,525,1586,Yes,UCSB-IZC00005625.jpg,10/5/22 17:22,10/5/22 17:23,NA,NA,1.3,UCSB-IZC00005625,200.0024999843752,721.0561697953912,0.13868718441250452
78052244,442737893,daphne746,571,1614,1275,1579,696,1506,702,1700,Yes,UCSB-IZC00042536.jpg,10/5/22 17:23,10/5/22 17:25,NA,NA,1.3,UCSB-IZC00042536,194.09276132818556,704.8694914663281,0.13767992775827032
78052102,442738100,daphne746,974,922,1042,2031,886,1058,1121,1098,Yes,UCSB-IZC00038705.jpg,10/5/22 17:25,10/5/22 17:25,NA,NA,1.3,UCSB-IZC00038705,238.37994882120435,1111.0828051950043,0.10727370980210907
78052189,442745389,Suem28,401,292,1077,286,1876,2225,1853,2505,Yes,UCSB-IZC00041511.jpg,10/5/22 17:48,10/5/22 17:52,NA,NA,1.3,UCSB-IZC00041511,280.94305472817797,676.0266266945408,0.20778993284766034
78052219,442745662,Suem28,513,359,1185,364,1766,2481,1770,2740,Yes,UCSB-IZC00041980.jpg,10/5/22 17:52,10/5/22 17:53,NA,NA,1.3,UCSB-IZC00041980,259.0308861892728,672.0186009330397,0.19272597948154324
78052142,442746089,Suem28,2172,250,2734,250,1295,1950,1290,2173,Yes,UCSB-IZC00040421.jpg,10/5/22 17:53,10/5/22 17:54,NA,NA,1.3,UCSB-IZC00040421,223.0560467685196,562,0.19844844018551566
78052172,442765767,dearmstrong,319,374,978,361,1787,2386,1793,2108,Yes,UCSB-IZC00040995.jpg,10/5/22 19:09,10/5/22 19:10,NA,NA,1.3,UCSB-IZC00040995,278.0647406630334,659.1282121,0.2109337269699601
78051992,442766083,dearmstrong,1734,222,2241,218,984,1858,993,1645,Yes,UCSB-IZC00036159.jpg,10/5/22 19:10,10/5/22 19:11,NA,NA,1.3,UCSB-IZC00036159,213.19005605327843,507.0157788471676,0.21024006051450858
78052134,442766226,dearmstrong,257,363,918,352,1581,3028,1576,2747,Yes,UCSB-IZC00039886.jpg,10/5/22 19:11,10/5/22 19:12,NA,NA,1.3,UCSB-IZC00039886,281.04448046528154,661.0915216518814,0.2125609475092273
78052265,442766464,dearmstrong,2761,277,3389,275,1464,2402,1484,2123,Yes,UCSB-IZC00043074.jpg,10/5/22 19:12,10/5/22 19:12,NA,NA,1.3,UCSB-IZC00043074,279.71592732627863,628.0031847053007,0.22270263442815125
78052281,442766605,dearmstrong,2932,272,3557,272,1724,2375,1740,2101,Yes,UCSB-IZC00043824.jpg,10/5/22 19:12,10/5/22 19:13,NA,NA,1.3,UCSB-IZC00043824,274.46675572826666,625,0.21957340458261332
78052025,442766751,dearmstrong,2674,223,3297,225,1280,1704,1561,1723,Yes,UCSB-IZC00036550.jpg,10/5/22 19:13,10/5/22 19:13,NA,NA,1.3,UCSB-IZC00036550,281.64161624305456,623.0032102646021,0.22603544540600012
78051838,442766950,dearmstrong,2246,273,2783,273,1312,2037,1338,1859,Yes,UCSB-IZC00003718.jpg,10/5/22 19:13,10/5/22 19:14,NA,NA,1.3,UCSB-IZC00003718,179.88885457415086,537,0.16749427800200267
78052009,442767094,dearmstrong,158,233,786,230,1382,1774,1623,1765,Yes,UCSB-IZC00036326.jpg,10/5/22 19:14,10/5/22 19:14,NA,NA,1.3,UCSB-IZC00036326,241.16799124261908,628.0071655642155,0.19201054101504433
78052111,442767183,dearmstrong,518,337,1177,330,1843,2680,1835,2398,Yes,UCSB-IZC00038816.jpg,10/5/22 19:14,10/5/22 19:15,NA,NA,1.3,UCSB-IZC00038816,282.11345235560816,659.0371764931019,0.2140345510224498
78052023,442767325,dearmstrong,170,230,798,225,1158,1731,1388,1723,No,UCSB-IZC00036541.jpg,10/5/22 19:15,10/5/22 19:15,NA,NA,1.3,UCSB-IZC00036541,230.13908837917995,628.0199041431729,0.18322595100959888
78052196,442767441,dearmstrong,2976,302,3637,302,1650,2779,1646,2487,Yes,UCSB-IZC00041538.jpg,10/5/22 19:15,10/5/22 19:16,NA,NA,1.3,UCSB-IZC00041538,292.0273959751037,661,0.22089818152428417
78051966,442767604,dearmstrong,2739,252,3360,250,1936,1720,1922,1511,Yes,UCSB-IZC00035100.jpg,10/5/22 19:16,10/5/22 19:16,NA,NA,1.3,UCSB-IZC00035100,209.46837470128995,621.0032206,0.1686532112488109
78052270,442767716,dearmstrong,2871,341,3519,343,1656,2332,1636,2084,Yes,UCSB-IZC00043427.jpg,10/5/22 19:16,10/5/22 19:16,NA,NA,1.3,UCSB-IZC00043427,248.8051446413438,648.0030864124028,0.19197836388313044
78052212,442767897,dearmstrong,2055,233,2619,226,1162,2277,1152,2050,Yes,UCSB-IZC00041904.jpg,10/5/22 19:16,10/5/22 19:17,NA,NA,1.3,UCSB-IZC00041904,227.2201575564985,564.0434380435606,0.20142079690230388
78052129,442768017,dearmstrong,3147,400,3812,391,1684,2839,1646,2549,Yes,UCSB-IZC00039762.jpg,10/5/22 19:17,10/5/22 19:18,NA,NA,1.3,UCSB-IZC00039762,292.4790590794493,665.0608994671089,0.21988892995649195
78052099,442768211,dearmstrong,1900,223,2409,221,952,1395,930,1186,Yes,UCSB-IZC00038573.jpg,10/5/22 19:18,10/5/22 19:18,NA,NA,1.3,UCSB-IZC00038573,210.1547049199708,509.0039292579184,0.2064372127994742
78051984,442768399,dearmstrong,2348,193,2936,187,1280,1147,1502,1133,Yes,UCSB-IZC00036044.jpg,10/5/22 19:18,10/5/22 19:19,NA,NA,1.3,UCSB-IZC00036044,222.44100341438852,588.0306114480776,0.1891406663903158
78052277,442768530,dearmstrong,2865,344,3511,340,1820,2140,1806,1897,Yes,UCSB-IZC00043718.jpg,10/5/22 19:19,10/5/22 19:19,NA,NA,1.3,UCSB-IZC00043718,243.4029581,646.0123837822306,0.18838877100980514
78052231,442768658,dearmstrong,795,303,1472,296,2040,2325,2082,2039,Yes,UCSB-IZC00042308.jpg,10/5/22 19:19,10/5/22 19:20,NA,NA,1.3,UCSB-IZC00042308,289.0674661735561,677.0361881022313,0.21348007038133934
78052279,442768771,dearmstrong,2756,349,3380,354,1531,2319,1530,2080,No,UCSB-IZC00043802.jpg,10/5/22 19:20,10/5/22 19:20,NA,NA,1.3,UCSB-IZC00043802,239.00209204105306,624.0200317297514,0.19150193895102338
78052024,442768901,dearmstrong,2672,226,3303,221,1384,1500,1659,1477,Yes,UCSB-IZC00036544.jpg,10/5/22 19:20,10/5/22 19:20,NA,NA,1.3,UCSB-IZC00036544,275.9601420495358,631.0198095147251,0.21866202763250664
78052198,442768977,dearmstrong,2979,301,3644,302,1626,2553,1622,2273,Yes,UCSB-IZC00041550.jpg,10/5/22 19:20,10/5/22 19:21,NA,NA,1.3,UCSB-IZC00041550,280.0285699709942,665.0007518792742,0.21054755891601706
78051968,442770459,dearmstrong,1508,168,1880,164,904,1282,886,1443,Yes,UCSB-IZC00035355.jpg,10/5/22 19:21,10/5/22 19:26,NA,NA,1.3,UCSB-IZC00035355,162.00308639035245,372.0215047547655,0.21773349701537278
78052164,442770602,dearmstrong,311,373,985,364,1570,2902,1551,2655,Yes,UCSB-IZC00040866.jpg,10/5/22 19:26,10/5/22 19:27,NA,NA,1.3,UCSB-IZC00040866,247.72969139770066,674.0600863424565,0.1837593535184054
78052218,442770731,dearmstrong,445,439,1116,437,1929,3142,1896,2881,Yes,UCSB-IZC00041971.jpg,10/5/22 19:27,10/5/22 19:27,NA,NA,1.3,UCSB-IZC00041971,263.07793522072507,671.0029806193114,0.19603335813643755
78052096,442770894,dearmstrong,483,357,1149,349,1866,2677,1876,2414,Yes,UCSB-IZC00037707.jpg,10/5/22 19:27,10/5/22 19:28,NA,NA,1.3,UCSB-IZC00037707,263.1900454044567,666.0480463149787,0.19757587073530153
78051975,442771002,dearmstrong,2305,273,2848,271,1269,2273,1264,2073,Yes,UCSB-IZC00035984.jpg,10/5/22 19:28,10/5/22 19:28,NA,NA,1.3,UCSB-IZC00035984,200.06249023742558,543.0036832287605,0.18421835469681505
78051953,442771129,dearmstrong,2108,312,2655,307,1153,1706,1166,1530,Yes,UCSB-IZC00034545.jpg,10/5/22 19:28,10/5/22 19:28,NA,NA,1.3,UCSB-IZC00034545,176.47946056127893,547.0228514,0.16130903864069474
78052211,442771257,dearmstrong,2739,214,3364,209,1576,2436,1554,2177,Yes,UCSB-IZC00041903.jpg,10/5/22 19:28,10/5/22 19:29,NA,NA,1.3,UCSB-IZC00041903,259.9326835932719,625.0199996800102,0.20793949291730582
78052284,442771352,dearmstrong,2835,213,3463,202,1705,2387,1716,2139,Yes,UCSB-IZC00043843.jpg,10/5/22 19:29,10/5/22 19:29,NA,NA,1.3,UCSB-IZC00043843,248.2438317461282,628.0963301914762,0.19761605012916622
78051864,442771480,dearmstrong,2191,222,2702,215,1441,1541,1419,1359,Yes,UCSB-IZC00005937.jpg,10/5/22 19:29,10/5/22 19:30,NA,NA,1.3,UCSB-IZC00005937,183.3248482884958,511.0479429564314,0.17936169278752467
78051878,442771601,dearmstrong,290,371,1024,371,1947,2248,1948,1927,Yes,UCSB-IZC00012435.jpg,10/5/22 19:30,10/5/22 19:30,NA,NA,1.3,UCSB-IZC00012435,321.0015576286196,734,0.21866591119115777
78052131,442771681,dearmstrong,2461,239,3099,233,1574,2158,1604,1913,Yes,UCSB-IZC00039769.jpg,10/5/22 19:30,10/5/22 19:30,NA,NA,1.3,UCSB-IZC00039769,246.82990094394967,638.0282125423608,0.19343180763151738
78051875,442771751,dearmstrong,2288,217,2837,214,1240,1599,1252,1411,Yes,UCSB-IZC00012340.jpg,10/5/22 19:30,10/5/22 19:31,NA,NA,1.3,UCSB-IZC00012340,188.38258942906586,549.0081966601227,0.17156628131882776
78051982,442771865,dearmstrong,2345,193,2930,189,1070,1362,1330,1355,Yes,UCSB-IZC00036025.jpg,10/5/22 19:31,10/5/22 19:31,NA,NA,1.3,UCSB-IZC00036025,260.09421369957465,585.0136750538401,0.22229755028857884
78052223,442771953,dearmstrong,518,415,1181,416,1655,2817,1646,2521,Yes,UCSB-IZC00042195.jpg,10/5/22 19:31,10/5/22 19:32,NA,NA,1.3,UCSB-IZC00042195,296.13679271579883,663.0007541473841,0.22333066053343287
78051995,442772038,dearmstrong,1970,226,2482,226,1334,1616,1329,1407,Yes,UCSB-IZC00036177.jpg,10/5/22 19:32,10/5/22 19:32,NA,NA,1.3,UCSB-IZC00036177,209.0598000573042,512,0.20415996099346112
78052264,442772111,dearmstrong,463,418,1136,413,2283,2576,2310,2296,Yes,UCSB-IZC00043071.jpg,10/5/22 19:32,10/5/22 19:32,NA,NA,1.3,UCSB-IZC00043071,281.2987735,673.0185732949723,0.20898292016779652
78051949,442772219,dearmstrong,856,174,1221,172,293,1103,311,988,Yes,UCSB-IZC00034524.jpg,10/5/22 19:32,10/5/22 19:33,NA,NA,1.3,UCSB-IZC00034524,116.40017182117903,365.0054794109261,0.1594498964906425
78052175,442772319,dearmstrong,502,345,1162,338,2143,2697,2143,2412,Yes,UCSB-IZC00041011.jpg,10/5/22 19:33,10/5/22 19:33,NA,NA,1.3,UCSB-IZC00041011,285,660.0371201682524,0.2158969482862946
78051943,442772429,dearmstrong,1814,223,2330,229,745,1282,756,1481,Yes,UCSB-IZC00034445.jpg,10/5/22 19:33,10/5/22 19:34,NA,NA,1.3,UCSB-IZC00034445,199.3037882229036,516.0348825418685,0.1931107711567668
78052252,442772547,dearmstrong,1984,282,2487,283,1218,1549,1183,1329,Yes,UCSB-IZC00042740.jpg,10/5/22 19:34,10/5/22 19:34,NA,NA,1.3,UCSB-IZC00042740,222.76669409945464,503.00099403480306,0.22143762809745185
78052238,442772662,dearmstrong,2187,282,2745,275,1352,2060,1351,1876,Yes,UCSB-IZC00042428.jpg,10/5/22 19:34,10/5/22 19:34,NA,NA,1.3,UCSB-IZC00042428,184.00271737123884,558.0439050827453,0.16486401490574062
78052072,442772772,dearmstrong,2832,311,3453,314,1701,2500,1690,2238,Yes,UCSB-IZC00037085.jpg,10/5/22 19:34,10/5/22 19:35,NA,NA,1.3,UCSB-IZC00037085,262.23081436017395,621.0072463345335,0.21113345770760258
78052093,442772896,dearmstrong,1802,228,2315,224,814,1554,820,1341,Yes,UCSB-IZC00037470.jpg,10/5/22 19:35,10/5/22 19:35,NA,NA,1.3,UCSB-IZC00037470,213.08449028495716,513.0155943048906,0.20767837532665606
78052047,442772991,dearmstrong,1812,253,2334,247,1075,1606,1068,1389,Yes,UCSB-IZC00036637.jpg,10/5/22 19:35,10/5/22 19:36,NA,NA,1.3,UCSB-IZC00036637,217.1128738697915,522.0344816197489,0.20794878644428033
78052124,442773108,dearmstrong,2925,362,3592,362,1658,2630,1641,2352,Yes,UCSB-IZC00039728.jpg,10/5/22 19:36,10/5/22 19:36,NA,NA,1.3,UCSB-IZC00039728,278.5192991517823,667,0.20878508182292527
78051938,442773242,dearmstrong,1597,194,2043,188,768,1711,765,1520,Yes,UCSB-IZC00034418.jpg,10/5/22 19:36,10/5/22 19:36,NA,NA,1.3,UCSB-IZC00034418,191.02355875650522,446.0403569185192,0.2141325956200423
78052173,442773339,dearmstrong,499,352,1164,351,2133,2818,2085,2551,Yes,UCSB-IZC00040999.jpg,10/5/22 19:36,10/5/22 19:37,NA,NA,1.3,UCSB-IZC00040999,271.28029784707917,665.0007518792742,0.2039699181395272
78052244,442793402,Superbird,1996,250,2487,254,891,1524,874,1696,NA,UCSB-IZC00042536.jpg,10/5/22 21:43,10/5/22 21:48,NA,NA,1.3,UCSB-IZC00042536,172.8380745090618,491.0162930086944,0.1760003455791653
78052039,442864838,Pri_B,2345,158,2937,162,1213,1473,1443,1482,No,UCSB-IZC00036610.jpg,10/6/22 10:29,10/6/22 10:33,NA,NA,1.3,UCSB-IZC00036610,230.17601960239037,592.0135133592813,0.19440098444399959
78051837,442865120,Pri_B,2342,168,2934,167,1157,1593,1406,1592,Yes,UCSB-IZC00003658.jpg,10/6/22 10:33,10/6/22 10:35,NA,NA,1.3,UCSB-IZC00003658,249.0020080240318,592.0008445939922,0.21030544998191947
78052311,442865307,Pri_B,1854,191,2370,190,935,1663,910,1871,Yes,UCSB-IZC00030313.jpg,10/6/22 10:35,10/6/22 10:36,NA,NA,1.3,UCSB-IZC00030313,209.49701668520245,516.0009689913383,0.2030006039472371
78051963,442881407,not-logged-in-71301af3f3f2294744b1,2487,290,3154,290,1378,1558,1394,1748,Yes,UCSB-IZC00034993.jpg,10/6/22 12:48,10/6/22 12:55,NA,NA,1.3,UCSB-IZC00034993,190.67249408344142,667,0.1429329041105258
78051865,442881649,not-logged-in-71301af3f3f2294744b1,1405,189,1838,188,675,1305,683,1457,Yes,UCSB-IZC00005939.jpg,10/6/22 12:55,10/6/22 12:57,NA,NA,1.3,UCSB-IZC00005939,152.21038072352357,433.0011547328713,0.17576209562007492
78051999,442892417,tobymgk,522,339,1196,342,2089,3017,2087,3245,Yes,UCSB-IZC00036280.jpg,10/6/22 13:52,10/6/22 14:01,NA,NA,1.3,UCSB-IZC00036280,228.00877176108818,674.0066765247952,0.16914429760303734
78051865,442892546,tobymgk,1405,197,1836,196,665,1462,658,1308,Yes,UCSB-IZC00005939.jpg,10/6/22 14:01,10/6/22 14:02,NA,NA,1.3,UCSB-IZC00005939,154.1590088188167,431.00116009124616,0.17883827596447777
78051882,442892756,tobymgk,2471,254,3053,252,1486,1493,1501,1730,Yes,UCSB-IZC00012454.jpg,10/6/22 14:02,10/6/22 14:03,NA,NA,1.3,UCSB-IZC00012454,237.47420912595962,582.0034364159717,0.2040144389768097
78051867,442892880,tobymgk,2322,226,2876,227,1203,1616,1173,1840,Yes,UCSB-IZC00008208.jpg,10/6/22 14:03,10/6/22 14:04,NA,NA,1.3,UCSB-IZC00008208,226,554.0009025263406,0.20397078684294614
78052184,442919804,sing_at_microsoft,557,332,1249,335,1953,3317,1971,3044,NA,UCSB-IZC00041467.jpg,10/6/22 15:55,10/6/22 15:57,NA,NA,1.3,UCSB-IZC00041467,273.59276306218334,692.0065028596191,0.19768077462538278
78052053,442919933,sing_at_microsoft,1887,179,2418,179,934,1333,964,1537,Yes,UCSB-IZC00036733.jpg,10/6/22 15:57,10/6/22 15:57,NA,NA,1.3,UCSB-IZC00036733,206.1940833,531,0.1941563873157015
78051882,442920059,sing_at_microsoft,182,239,764,233,1492,1489,1522,1731,Yes,UCSB-IZC00012454.jpg,10/6/22 15:57,10/6/22 15:58,NA,NA,1.3,UCSB-IZC00012454,243.85241438214223,582.0309270133332,0.2094840695437444
78052289,442960042,sing_at_microsoft,344,248,988,248,1789,2211,1807,2454,Yes,UCSB-IZC00044239.jpg,10/6/22 18:15,10/6/22 18:15,NA,NA,1.3,UCSB-IZC00044239,243.6657546722559,644,0.18918148654678252
78052286,442960380,sing_at_microsoft,335,209,985,209,1762,1947,1780,2205,Yes,UCSB-IZC00044054.jpg,10/6/22 18:15,10/6/22 18:17,NA,NA,1.3,UCSB-IZC00044054,258.62714474702767,650,0.1989439574977136
78051956,442960859,sing_at_microsoft,341,207,720,204,479,1025,491,1146,NA,UCSB-IZC00034564.jpg,10/6/22 18:17,10/6/22 18:18,NA,NA,1.3,UCSB-IZC00034564,121.59358535712317,379.0118731649445,0.1604086757780885
78052011,442961156,sing_at_microsoft,1322,129,1770,129,233,1698,218,1864,Yes,UCSB-IZC00036341.jpg,10/6/22 18:18,10/6/22 18:20,NA,NA,1.3,UCSB-IZC00036341,166.67633305301626,448,0.18602269313952707
78052210,442961272,sing_at_microsoft,1573,294,2241,289,1598,2662,1596,2430,Yes,UCSB-IZC00041883.jpg,10/6/22 18:20,10/6/22 18:20,NA,NA,1.3,UCSB-IZC00041883,232.0086205294967,668.0187123127615,0.17365428262200533
78051939,442961561,sing_at_microsoft,1771,153,2248,147,810,1604,820,1793,Yes,UCSB-IZC00034421.jpg,10/6/22 18:20,10/6/22 18:21,NA,NA,1.3,UCSB-IZC00034421,189.2643653728826,477.0377343565182,0.1983746271436824
78052300,442962268,sing_at_microsoft,2926,256,3571,256,1791,2346,1795,2106,Yes,UCSB-IZC00046702.jpg,10/6/22 18:22,10/6/22 18:24,NA,NA,1.3,UCSB-IZC00046702,240.03333101883996,645,0.18607234962700772
78052100,442962421,sing_at_microsoft,2181,225,2743,225,1522,2330,1513,2123,Yes,UCSB-IZC00038612.jpg,10/6/22 18:24,10/6/22 18:24,NA,NA,1.3,UCSB-IZC00038612,207.1955597979841,562,0.18433768665301076
78051913,442983051,TarynR,1641,513,2898,505,2046,1523,2052,1786,Yes,UCSB-IZC00030859.jpg,10/6/22 19:35,10/6/22 19:39,NA,NA,1.3,UCSB-IZC00030859,263.0684321616716,1257.0254571805617,0.10463926194132912
78052039,442983861,TarynR,1170,314,2354,315,1178,1476,1460,1474,No,UCSB-IZC00036610.jpg,10/6/22 19:39,10/6/22 19:43,NA,NA,1.3,UCSB-IZC00036610,282.0070921094007,1184.000422297222,0.11909079034036352
78052063,442983978,TarynR,1757,419,3089,415,1793,2317,1802,2660,Yes,UCSB-IZC00036840.jpg,10/6/22 19:43,10/6/22 19:44,NA,NA,1.3,UCSB-IZC00036840,343.1180554852805,1332.0060059924656,0.12879748812755026
78051972,442985500,TarynR,1168,315,2351,312,1380,1262,1687,1268,Yes,UCSB-IZC00035943.jpg,10/6/22 19:44,10/6/22 19:51,NA,NA,1.3,UCSB-IZC00035943,307.05862632402955,1183.0038038823036,0.12977922189106444
78051997,442985608,TarynR,1409,340,2677,339,1194,1532,1525,1526,Yes,UCSB-IZC00036256.jpg,10/6/22 19:51,10/6/22 19:52,NA,NA,1.3,UCSB-IZC00036256,331.05437619823124,1268.0003943217052,0.130541906
78052216,442985826,TarynR,1783,572,3119,565,1491,2034,1492,2346,Yes,UCSB-IZC00041965.jpg,10/6/22 19:52,10/6/22 19:53,NA,NA,1.3,UCSB-IZC00041965,312.00160255998685,1336.0183381974964,0.11676546408072781
78052248,442985991,TarynR,887,322,1899,325,1006,1247,1001,1497,Yes,UCSB-IZC00042678.jpg,10/6/22 19:53,10/6/22 19:54,NA,NA,1.3,UCSB-IZC00042678,250.04999500099976,1012.0044466305471,0.12354194481730653
78052047,442986166,TarynR,765,355,1817,348,1070,1355,1079,1622,No,UCSB-IZC00036637.jpg,10/6/22 19:54,10/6/22 19:54,NA,NA,1.3,UCSB-IZC00036637,267.15164233071823,1052.0232887156064,0.12697040322029285
78052036,442986495,TarynR,2672,187,3297,187,951,1491,1311,1516,Yes,UCSB-IZC00036601.jpg,10/6/22 19:54,10/6/22 19:56,NA,NA,1.3,UCSB-IZC00036601,360.86701151532264,625,0.2886936092122581
78051849,442986918,TarynR,2434,176,2951,176,1321,1761,1317,1995,Yes,UCSB-IZC00005612.jpg,10/6/22 19:56,10/6/22 19:58,NA,NA,1.3,UCSB-IZC00005612,234.03418553707064,517,0.22633867073217664
78052311,442987028,TarynR,1855,175,2374,175,941,1623,909,1892,Yes,UCSB-IZC00030313.jpg,10/6/22 19:58,10/6/22 19:58,NA,NA,1.3,UCSB-IZC00030313,270.8966592632696,519,0.2609794405233811
78051838,442988016,TarynR,2250,217,2782,221,1345,1834,1313,2053,Yes,UCSB-IZC00003718.jpg,10/6/22 19:58,10/6/22 20:03,NA,NA,1.3,UCSB-IZC00003718,221.32555207205516,532.0150373814635,0.20800685743903244
78052242,442988089,TarynR,2180,231,2740,231,1704,1737,1716,2047,Yes,UCSB-IZC00042465.jpg,10/6/22 20:03,10/6/22 20:03,NA,NA,1.3,UCSB-IZC00042465,310.23217112349903,560,0.27699300993169557
78051958,442988169,TarynR,1025,102,1347,104,630,865,629,989,Yes,UCSB-IZC00034588.jpg,10/6/22 20:03,10/6/22 20:04,NA,NA,1.3,UCSB-IZC00034588,124.00403219250575,322.0062111202205,0.19254913090202638
78052085,442988249,TarynR,391,311,1057,292,1662,2531,1668,2870,Yes,UCSB-IZC00037241.jpg,10/6/22 20:04,10/6/22 20:04,NA,NA,1.3,UCSB-IZC00037241,339.05309318748294,666.2709658990102,0.2544408435462838
78052098,442988309,TarynR,1822,209,2334,209,927,1185,926,1430,Yes,UCSB-IZC00038568.jpg,10/6/22 20:04,10/6/22 20:05,NA,NA,1.3,UCSB-IZC00038568,245.00204080782675,512,0.2392598054763933
78052275,442988377,TarynR,2853,318,3508,318,1586,2469,1588,2776,Yes,UCSB-IZC00043609.jpg,10/6/22 20:05,10/6/22 20:05,NA,NA,1.3,UCSB-IZC00043609,307.00651458886017,655,0.23435611800676348
78052148,442988672,TarynR,556,314,1259,313,1724,2642,1731,3015,Yes,UCSB-IZC00040751.jpg,10/6/22 20:05,10/6/22 20:06,NA,NA,1.3,UCSB-IZC00040751,373.06567786383135,703.0007112371935,0.2653380515129795
78051941,443001301,TarynR,3123,195,3811,191,1723,2384,1749,2726,Yes,UCSB-IZC00034434.jpg,10/6/22 21:13,10/6/22 21:14,NA,NA,1.3,UCSB-IZC00034434,342.98688021555574,688.0116278087166,0.24925950838065933
78052297,443001367,TarynR,2853,258,3508,266,1586,2521,1547,2844,Yes,UCSB-IZC00044616.jpg,10/6/22 21:14,10/6/22 21:14,NA,NA,1.3,UCSB-IZC00044616,325.3459696999488,655.0488531399776,0.24833717984574924
78052041,443001508,TarynR,2662,150,3302,150,1220,1529,1504,1529,Yes,UCSB-IZC00036621.jpg,10/6/22 21:14,10/6/22 21:15,NA,NA,1.3,UCSB-IZC00036621,284,640,0.221875
78052309,443001588,TarynR,2498,127,3070,127,1314,1779,1334,2080,Yes,UCSB-IZC00010886.jpg,10/6/22 21:15,10/6/22 21:15,NA,NA,1.3,UCSB-IZC00010886,301.66372005927394,572,0.2636920629888758
78052133,443001661,TarynR,1866,277,2532,292,1945,2396,1941,2722,Yes,UCSB-IZC00039879.jpg,10/6/22 21:15,10/6/22 21:15,NA,NA,1.3,UCSB-IZC00039879,326.02453895374197,666.1688975027279,0.24470111121662427
